name,precision-at-0.1
DecisionTreeClassifier-max_depth1,0.10727969348659004
DecisionTreeClassifier-max_depth5,0.10727969348659004
DecisionTreeClassifier-max_depthNone,0.10727969348659004
LogisticRegression-C0.01,0.10727969348659004
