,index,B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B03002_001E,B03002_002E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_010E,B03002_011E,B03002_012E,B03002_013E,B03002_014E,B03002_015E,B03002_016E,B03002_017E,B03002_018E,B03002_019E,B03002_020E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E
645,"Census Tract 3510, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:351000",3776,1679,0,25,24,81,0,0,30,176,3776,3758,193,2828,0,631,0,0,106,0,106,18,18,0,0,0,0,0,0,0,3141,0,0,0,0,0,0,0,0,24,0,0,0,61,0,0,470,14,62,494,319,874,704,53,66
646,"Census Tract 8143, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:814300",4786,2172,134,243,278,94,48,48,0,49,4786,293,244,37,0,12,0,0,0,0,0,4493,1768,177,170,0,0,2282,96,49,2566,106,0,0,6,0,88,0,86,334,82,77,191,167,0,68,631,83,62,245,124,185,31,0,0
647,"Census Tract 8159, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:815900",4849,2139,31,0,73,45,15,0,0,85,4849,4605,2392,1746,0,329,0,0,138,0,138,244,161,65,0,0,0,0,18,0,4101,0,0,0,0,0,0,41,1,0,0,36,32,48,46,41,549,91,246,637,310,1057,567,163,236
648,"Census Tract 8087.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:808702",5351,2485,11,20,10,30,1266,497,132,241,5351,4826,2957,417,0,1167,8,8,269,56,213,525,420,12,0,0,0,32,61,32,615,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,40,5,19,44,19,179,152,39,106
649,"Census Tract 812.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:081201",4656,2049,98,36,0,0,51,107,14,123,4656,4310,3636,117,0,519,0,0,38,0,38,346,245,0,0,0,0,92,9,9,3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,123,0,132,296,117,1468,982,366,146
650,"Census Tract 812.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:081202",3021,1415,100,29,33,7,0,13,0,7,3021,2894,2535,65,0,235,0,30,29,0,29,127,73,0,0,0,0,54,0,0,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,128,15,113,244,133,957,535,425,138
651,"Census Tract 315.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:031501",4033,2001,151,128,50,16,32,16,7,111,4033,3590,1423,1168,0,835,0,18,146,0,146,443,272,13,0,0,0,158,0,0,3076,68,0,0,0,29,28,60,0,23,46,31,81,50,55,149,578,67,154,352,106,796,325,54,24
652,"Census Tract 9900, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:990000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,"Census Tract 9800, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:980000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,"Census Tract 8046.11, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804611",4546,2098,124,82,114,57,35,14,8,116,4546,4308,3530,82,0,616,0,0,80,0,80,238,206,0,32,0,0,0,0,0,3335,0,0,0,0,0,6,0,0,0,0,8,7,8,18,20,717,58,262,289,253,1068,544,46,31
655,"Census Tract 8046.08, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804608",3524,1754,155,133,65,82,20,22,19,6,3524,3075,2039,109,0,822,0,0,105,13,92,449,228,0,0,0,0,213,8,8,2610,60,0,0,0,0,0,9,0,36,0,7,0,23,8,56,364,18,153,435,181,819,366,25,50
656,"Census Tract 8046.09, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804609",5898,2622,75,243,140,80,16,0,0,133,5898,5640,3107,139,31,2068,0,0,295,40,255,258,220,0,0,0,0,38,0,0,4459,11,0,0,0,0,18,0,20,0,0,0,0,69,0,0,418,128,242,469,353,1531,956,148,96
657,"Census Tract 8045.11, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:804511",2742,1421,78,117,142,83,11,79,27,38,2742,1107,532,261,0,310,0,4,0,0,0,1635,579,0,28,0,0,1028,0,0,1582,66,0,19,0,4,13,0,16,43,19,43,73,89,46,37,372,62,55,164,142,241,67,11,0
658,"Census Tract 404.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:040401",3182,1620,147,25,52,23,36,0,0,14,3182,2551,2068,195,0,210,0,0,78,13,65,631,527,0,0,0,0,55,49,0,2599,9,0,0,0,0,0,12,11,0,0,0,0,10,0,62,308,43,45,192,111,1003,644,117,32
659,"Census Tract 2206.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:220601",1893,880,58,57,33,27,13,0,0,43,1893,979,838,45,6,19,8,0,63,0,63,914,735,86,22,0,0,45,26,6,1296,0,0,0,0,0,0,0,0,11,10,5,19,18,57,10,178,49,70,126,110,392,190,29,22
660,"Census Tract 2105.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:210502",4653,2375,144,203,80,119,91,49,36,163,4653,1495,1208,127,9,57,0,0,94,0,94,3158,2880,19,0,0,0,259,0,0,2980,78,0,0,0,17,12,15,17,314,0,23,37,90,38,27,901,37,100,444,87,451,224,40,28
661,"Census Tract 814.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:081401",2386,1011,0,0,35,27,17,8,0,93,2386,2286,1796,53,0,265,0,0,172,21,151,100,72,0,0,0,0,28,0,0,2013,0,0,0,0,0,36,0,0,0,0,0,0,34,0,0,102,22,29,288,47,557,435,394,69
662,"Census Tract 2206.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:220602",5164,2381,153,49,82,32,40,24,0,114,5164,3198,2600,257,43,250,0,0,48,0,48,1966,1673,54,0,13,0,178,48,1,3896,51,0,0,15,0,30,0,0,86,0,0,19,114,45,51,725,55,206,426,190,1369,447,48,19
663,"Census Tract 2106.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:210602",4032,1980,145,136,63,0,55,12,48,74,4032,1758,1413,129,9,137,0,0,70,0,70,2274,1828,71,0,9,0,281,85,37,2937,60,0,0,16,21,0,0,9,208,9,39,36,36,32,83,641,148,110,352,161,545,407,8,16
664,"Census Tract 307.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:030702",982,485,9,0,0,0,0,0,0,18,982,951,611,104,0,228,0,0,8,8,0,31,27,4,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,49,24,44,31,64,326,240,21,68
665,"Census Tract 814.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:081403",7635,4261,190,29,128,0,0,0,39,268,7635,7344,5348,257,51,1596,0,0,92,0,92,291,291,0,0,0,0,0,0,0,6591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,96,83,226,186,2658,1495,1334,241
666,"Census Tract 306.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:030603",2023,1022,9,0,47,9,8,0,0,33,2023,1744,725,691,52,242,0,0,34,0,34,279,245,0,0,0,0,34,0,0,1686,10,0,0,0,7,0,0,0,0,0,29,0,12,20,33,372,78,137,110,63,431,260,70,54
667,"Census Tract 307.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:030701",1597,901,28,3,1,6,0,0,4,24,1597,1445,792,387,9,250,0,0,7,3,4,152,97,0,0,0,0,55,0,0,1373,71,0,0,0,0,0,0,15,8,0,39,8,14,27,25,165,42,63,217,111,375,112,36,45
668,"Census Tract 307.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:030703",2680,1507,34,25,61,44,11,0,21,37,2680,2299,1505,534,0,122,0,0,138,0,138,381,228,0,36,0,0,67,50,29,2219,74,0,0,0,0,0,27,0,26,0,23,26,23,73,76,127,0,73,310,161,711,377,58,54
669,"Census Tract 8408, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:840800",2805,1441,78,160,102,59,7,14,13,104,2805,67,45,0,0,0,0,7,15,0,15,2738,1604,28,0,0,0,1081,25,16,1648,72,0,0,24,20,59,9,6,267,7,57,82,50,36,54,470,59,66,166,62,82,0,0,0
670,"Census Tract 8360, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:836000",2685,1192,159,197,125,13,0,32,0,32,2685,2657,58,2545,0,0,0,0,54,10,44,28,6,0,0,0,0,22,0,0,1622,0,0,0,0,0,0,0,6,0,0,0,30,17,80,23,224,42,56,439,167,259,163,86,30
671,"Census Tract 8358, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:835800",1707,731,48,72,133,38,48,0,0,0,1707,1674,58,1580,0,0,0,0,36,0,36,33,20,13,0,0,0,0,0,0,941,12,0,0,0,0,0,0,0,0,0,0,42,8,34,82,142,6,33,128,31,192,175,33,23
672,"Census Tract 8359, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:835900",3170,1129,153,78,56,48,10,0,16,61,3170,3149,66,2807,0,20,0,156,100,0,100,21,21,0,0,0,0,0,0,0,2053,0,0,0,0,8,0,26,0,20,0,25,48,84,141,48,422,115,103,534,115,187,106,54,17
673,"Census Tract 6606, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:660600",5883,3184,303,163,138,160,47,120,0,291,5883,3386,280,3033,0,0,0,0,73,0,73,2497,889,0,0,0,0,1559,49,25,3783,49,0,0,0,40,11,30,0,207,38,143,159,78,407,151,1130,187,222,542,207,168,0,0,14
674,"Census Tract 6701, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:670100",1069,457,12,0,48,4,36,14,5,29,1069,984,34,950,0,0,0,0,0,0,0,85,12,11,0,0,0,62,0,0,749,0,0,0,0,0,0,0,0,16,39,15,0,43,24,31,235,19,40,118,95,64,10,0,0
675,"Census Tract 6708, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:670800",1333,594,34,34,54,15,4,14,0,9,1333,1314,0,1314,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,922,39,0,0,0,0,0,0,0,32,60,28,25,22,57,23,395,30,21,58,57,32,43,0,0
676,"Census Tract 6711, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:671100",1088,460,48,63,49,12,0,0,0,6,1088,1085,5,1062,0,0,0,0,18,0,18,3,3,0,0,0,0,0,0,0,552,2,0,0,0,0,9,0,0,0,0,19,0,36,46,33,148,51,40,72,30,46,20,0,0
677,"Census Tract 6712, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:671200",988,410,37,34,6,12,19,0,24,0,988,988,14,964,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,602,8,0,0,0,0,0,0,0,0,0,16,0,60,117,5,271,10,16,74,0,25,0,0,0
678,"Census Tract 6714, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:671400",1390,684,0,16,51,19,16,0,7,80,1390,1354,0,1354,0,0,0,0,0,0,0,36,12,0,0,0,0,0,24,24,969,14,0,0,0,0,0,0,0,0,15,49,0,40,62,63,435,22,62,126,61,20,0,0,0
679,"Census Tract 6715, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:671500",2700,1167,91,112,84,52,0,49,50,25,2700,2310,40,2168,0,0,0,0,102,0,102,390,81,0,0,0,0,309,0,0,1774,10,0,0,0,17,0,14,0,24,6,0,9,139,93,53,687,177,68,301,71,78,27,0,0
680,"Census Tract 6716, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:671600",1917,943,43,26,23,0,5,18,23,47,1917,1876,45,1790,0,0,0,0,41,0,41,41,0,0,0,0,0,41,0,0,1436,14,0,0,6,0,0,0,0,0,0,45,38,78,59,27,453,105,83,398,77,31,22,0,0
681,"Census Tract 6720, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:672000",4239,2276,186,185,196,34,104,34,42,135,4239,4001,30,3927,0,0,0,0,44,0,44,238,10,0,0,0,0,228,0,0,2790,0,0,0,0,0,0,0,0,36,10,97,72,9,194,118,1014,170,59,483,243,130,155,0,0
682,"Census Tract 8236.05, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823605",4085,2021,26,70,190,80,95,10,27,114,4085,3849,3621,117,6,94,0,0,11,6,5,236,173,0,0,0,0,35,28,7,2974,18,0,0,11,0,0,0,0,3,2,50,10,49,28,83,809,141,235,315,205,613,305,49,48
683,"Census Tract 8238.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:823803",6943,3251,224,281,175,143,31,32,81,95,6943,6268,5846,89,0,240,0,0,93,0,93,675,605,0,0,0,0,0,70,20,4889,41,0,0,0,0,0,13,23,43,0,55,66,31,0,123,1419,92,315,731,707,734,418,20,58
684,"Census Tract 8245.06, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824506",7547,3524,122,288,183,110,147,36,57,82,7547,6923,6500,148,0,214,0,0,61,0,61,624,624,0,0,0,0,0,0,0,5374,28,0,0,0,0,26,0,0,0,17,83,14,28,0,66,1955,156,428,857,208,941,485,17,65
685,"Census Tract 8247.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:824701",4359,2186,178,131,62,272,44,9,96,72,4359,3087,2590,246,0,39,0,0,212,0,212,1272,803,0,0,0,0,469,0,0,2902,107,12,0,0,0,0,33,0,29,0,33,17,26,66,47,919,198,281,474,183,334,113,21,9
686,"Census Tract 8252, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:825200",2163,1079,49,101,72,30,54,0,35,30,2163,1448,1012,294,0,27,0,82,33,0,33,715,454,0,0,0,0,261,0,0,1400,18,0,0,0,16,0,0,0,63,0,0,17,27,54,36,431,59,125,207,140,99,73,17,18
687,"Census Tract 8258.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:825801",3559,1238,79,83,98,107,45,0,59,21,3559,3541,109,3370,56,6,0,0,0,0,0,18,11,0,0,0,0,7,0,0,2081,28,0,0,0,0,0,0,0,0,0,8,0,22,13,35,595,99,85,633,211,220,115,17,0
688,"Census Tract 8277, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:827700",2896,1223,74,106,129,64,38,71,24,66,2896,2535,430,2082,8,15,0,0,0,0,0,361,334,17,0,0,0,10,0,0,1685,22,0,0,0,0,0,0,7,41,0,10,13,31,16,63,522,74,98,374,131,218,65,0,0
689,"Census Tract 8279.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:827902",4718,2241,83,150,179,171,73,34,7,121,4718,3765,1380,2262,0,0,0,0,123,0,123,953,747,19,7,0,0,135,45,0,3042,31,0,0,0,0,0,10,0,53,50,110,36,13,136,77,812,94,236,472,301,431,180,0,0
690,"Census Tract 8281, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:828100",4976,2186,172,80,203,56,0,115,8,99,4976,4185,2902,1202,0,81,0,0,0,0,0,791,284,0,0,0,0,507,0,0,3309,109,0,0,0,18,0,102,0,25,0,34,0,87,18,43,844,84,213,494,317,612,296,0,13
691,"Census Tract 8286.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:828602",4693,2219,134,63,218,164,32,10,12,104,4693,4492,1831,2328,0,71,0,46,216,0,216,201,142,0,0,0,0,59,0,0,3178,21,0,0,0,0,0,0,0,0,0,38,0,45,48,0,458,71,119,421,415,937,509,20,76
692,"Census Tract 8051.11, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:805111",7915,4153,451,287,264,274,195,48,70,193,7915,4704,3278,115,17,1129,16,0,149,39,110,3211,2307,55,0,0,0,849,0,0,4855,153,0,0,0,0,12,38,0,31,13,99,85,0,35,151,1083,161,397,818,238,1146,316,30,49
693,"Census Tract 8059.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:805901",4266,2115,131,93,89,76,59,26,78,109,4266,3877,3353,22,0,491,0,0,11,0,11,389,250,0,0,8,0,131,0,0,3134,0,0,0,0,0,16,9,0,28,0,0,9,69,6,126,551,101,263,350,234,845,386,92,49
694,"Census Tract 8060.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806002",7168,3238,333,203,160,19,44,0,21,264,7168,6017,3463,228,0,2239,0,0,87,28,59,1151,858,0,0,26,0,267,0,0,5047,181,0,0,21,0,0,0,0,37,11,198,28,63,68,213,888,296,334,772,267,1069,442,105,54
695,"Census Tract 8060.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806003",7756,3657,396,177,149,44,32,16,0,189,7756,6627,2912,157,0,3525,0,0,33,0,33,1129,911,11,0,0,0,207,0,0,5784,239,0,0,0,13,0,19,93,12,0,21,0,78,97,91,1365,45,241,719,459,1675,497,66,54
696,"Census Tract 8064, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806400",2435,1271,88,18,109,80,24,0,11,46,2435,1934,1828,17,0,64,0,0,25,0,25,501,434,0,7,0,0,60,0,0,1717,0,0,2,0,0,7,0,9,0,0,49,0,11,38,60,468,16,140,277,139,277,122,89,13
697,"Census Tract 8065.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:806501",2509,1128,20,107,59,37,14,58,10,21,2509,1734,915,157,0,646,0,0,16,0,16,775,174,0,0,0,0,601,0,0,1669,60,0,0,0,0,14,65,63,53,24,7,23,32,9,14,434,48,42,271,61,375,37,19,18
698,"Census Tract 7506, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:750600",3426,1508,182,34,142,52,46,0,0,75,3426,3426,28,3123,0,0,0,104,171,0,171,0,0,0,0,0,0,0,0,0,2218,71,0,0,0,0,0,35,0,0,0,0,32,23,93,44,623,13,91,590,224,203,176,0,0
699,"Census Tract 3102, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:310200",1465,756,28,34,92,11,0,3,0,43,1465,816,486,93,0,211,0,0,26,0,26,649,394,0,29,5,0,209,12,0,1110,28,0,0,0,0,5,0,0,62,18,6,38,7,17,5,117,35,0,152,62,366,109,61,22
700,"Census Tract 6912, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:691200",3027,1437,182,152,53,162,103,102,0,11,3027,3027,101,2862,0,0,29,0,35,0,35,0,0,0,0,0,0,0,0,0,1749,0,0,0,0,0,0,0,0,20,0,48,65,33,15,16,402,23,79,566,228,186,68,0,0
701,"Census Tract 7001, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:700100",3479,1452,115,41,168,10,43,25,24,144,3479,2459,104,2317,0,0,0,0,38,0,38,1020,288,21,0,0,0,701,10,10,2058,14,0,0,0,0,34,0,14,0,0,52,7,40,89,18,520,69,93,440,267,197,188,5,11
702,"Census Tract 7106, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:710600",1934,924,143,122,75,27,13,30,0,55,1934,1934,19,1889,0,0,0,11,15,0,15,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,29,11,0,0,25,26,11,49,55,289,65,50,174,152,76,45,0,3
703,"Census Tract 7113, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:711300",1780,888,0,88,71,37,17,0,33,26,1780,1742,9,1722,0,11,0,0,0,0,0,38,34,4,0,0,0,0,0,0,1255,13,0,0,0,9,0,0,0,6,0,15,22,25,83,51,290,13,84,312,116,97,96,13,10
704,"Census Tract 7305, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:730500",4507,2121,26,114,193,64,73,46,61,128,4507,4492,19,4344,0,0,0,0,129,0,129,15,1,14,0,0,0,0,0,0,2921,0,0,0,0,0,0,0,0,9,0,8,8,123,9,115,745,165,322,594,241,333,212,37,0
705,"Census Tract 7707, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:770700",2643,1412,88,74,97,23,71,0,22,23,2643,2342,2161,41,0,116,0,0,24,0,24,301,225,0,0,0,0,76,0,0,1988,10,0,0,0,0,5,0,5,21,27,8,18,21,12,58,562,44,241,353,141,262,163,22,15
706,"Census Tract 8002, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:800200",6349,3197,129,248,404,217,106,0,41,43,6349,5922,5549,130,0,185,0,0,58,24,34,427,351,32,0,44,0,0,0,0,4190,0,0,0,0,0,0,0,0,0,1,26,3,14,0,1,178,1,52,152,64,1549,1141,721,287
707,"Census Tract 8003, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:800300",3505,1722,156,95,159,85,36,14,26,14,3505,3366,3210,0,0,135,0,0,21,0,21,139,52,0,0,0,0,47,40,40,2193,20,15,0,0,0,0,0,0,0,0,0,0,22,0,5,149,6,25,86,30,805,534,392,104
708,"Census Tract 8005, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:800500",5073,2566,175,330,272,199,28,20,26,40,5073,4917,4576,20,44,178,0,11,88,0,88,156,156,0,0,0,0,0,0,0,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,87,13,21,109,33,1499,971,261,79
709,"Census Tract 8011, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:801100",4754,2354,178,233,332,100,25,9,0,6,4754,4612,4225,1,0,278,0,0,108,0,108,142,135,0,0,0,0,7,0,0,3048,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,68,10,59,181,64,1083,783,556,225
710,"Census Tract 8015, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:801500",6055,2786,134,137,165,130,63,22,0,73,6055,5960,5224,331,30,296,0,0,79,0,79,95,88,0,0,0,0,7,0,0,4567,0,0,0,7,0,0,6,0,0,8,7,82,34,74,6,513,87,152,573,128,1721,762,297,110
711,"Census Tract 8016.03, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:801603",4159,2031,84,218,82,134,39,15,37,79,4159,3484,1960,293,0,1175,0,0,56,0,56,675,579,0,0,0,0,78,18,0,2898,0,0,0,16,0,0,0,75,46,0,10,45,9,48,30,556,21,235,313,121,852,440,59,22
712,"Census Tract 8016.08, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:801608",6916,3473,243,222,160,47,138,17,13,50,6916,6726,5076,20,0,1463,0,36,131,39,92,190,190,0,0,0,0,0,0,0,5328,0,0,0,0,0,0,0,0,23,26,48,0,9,17,38,517,20,183,609,176,1867,1078,460,257
713,"Census Tract 8019.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:801901",4299,2128,95,75,198,27,62,19,0,45,4299,3780,3374,22,0,337,0,0,47,0,47,519,242,0,20,10,0,206,41,21,3309,5,0,0,0,0,0,0,6,0,20,5,5,24,38,41,440,52,169,252,226,1191,496,268,71
714,"Census Tract 8024.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:802402",5549,2946,204,178,213,89,62,23,12,27,5549,3635,2801,168,0,541,29,0,96,0,96,1914,1071,0,0,0,0,781,62,40,4150,116,0,0,0,0,4,18,4,125,0,101,75,37,51,83,1079,69,216,640,254,690,426,76,86
715,"Census Tract 8030.10, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:803010",5214,2653,166,199,131,135,27,33,11,47,5214,4757,4314,0,13,358,0,0,72,0,72,457,245,0,0,0,0,212,0,0,3792,0,0,0,0,0,16,0,0,3,0,0,0,3,23,47,615,67,198,433,367,1221,644,73,82
716,"Census Tract 7107, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:710700",2941,1318,79,137,78,57,43,0,13,0,2941,2930,7,2922,0,1,0,0,0,0,0,11,0,0,0,0,0,0,11,0,2193,0,0,0,0,0,0,26,0,0,9,1,11,17,72,109,678,125,106,590,206,168,44,29,2
717,"Census Tract 7109, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:710900",2153,916,79,67,92,42,7,35,22,16,2153,2111,3,2071,0,0,0,18,19,0,19,42,28,14,0,0,0,0,0,0,1312,30,0,0,0,0,0,0,21,0,29,16,3,82,66,33,331,52,62,270,53,163,72,17,12
718,"Census Tract 7114, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:711400",2424,1101,33,71,51,58,48,36,25,51,2424,2353,1,2335,0,6,0,0,11,0,11,71,0,38,0,0,0,33,0,0,1633,63,0,0,0,0,0,0,0,0,14,14,43,58,83,39,543,63,125,239,108,178,56,0,7
719,"Census Tract 7203, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:720300",4208,2192,86,105,148,206,82,0,0,107,4208,3970,2215,1606,0,47,0,46,56,0,56,238,174,0,0,0,0,64,0,0,2887,8,0,0,0,0,0,0,0,0,0,0,8,1,9,47,390,20,98,470,212,800,530,215,79
720,"Census Tract 7303, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:730300",1126,495,40,35,33,25,6,4,19,21,1126,1126,0,1101,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,6,0,12,8,12,3,13,15,21,240,12,55,188,31,98,35,0,0
721,"Census Tract 7401, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:740100",3128,1493,114,49,87,33,50,0,0,82,3128,2839,2744,0,0,0,0,0,95,0,95,289,237,52,0,0,0,0,0,0,2178,33,0,0,0,0,0,0,0,0,0,8,0,19,0,31,521,76,188,538,173,381,192,10,8
722,"Census Tract 8288.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:828802",3552,1702,113,60,158,132,95,0,38,12,3552,2735,1672,948,0,0,0,0,115,0,115,817,621,0,0,0,0,196,0,0,2445,19,0,0,12,0,0,0,21,10,0,0,0,0,0,36,808,78,158,521,249,369,146,18,0
723,"Census Tract 8289, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:828900",3369,1556,168,104,156,27,30,0,14,73,3369,1873,454,1396,0,8,0,0,15,0,15,1496,326,24,0,0,0,1135,11,0,2077,17,0,0,0,0,0,10,56,138,0,40,24,61,162,90,478,122,157,417,177,88,30,0,10
724,"Census Tract 8299.01, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:829901",8959,3949,235,39,390,135,131,20,0,91,8959,7748,2564,5024,0,73,0,15,72,0,72,1211,875,0,0,0,0,336,0,0,6859,93,0,0,0,17,0,0,19,31,75,20,77,101,21,77,1693,264,411,1455,270,1178,787,198,72
725,"Census Tract 8299.02, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:829902",6607,2962,391,206,279,156,13,0,138,93,6607,6516,1073,5317,0,104,22,0,0,0,0,91,34,57,0,0,0,0,0,0,4216,1,0,0,0,0,0,0,0,1,0,0,0,0,46,28,746,139,261,821,316,886,646,182,143
726,"Census Tract 628, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:062800",3651,1882,184,41,44,29,0,14,0,103,3651,3379,3070,35,9,196,0,0,69,0,69,272,227,10,0,29,0,0,6,0,2732,10,0,0,0,0,0,0,0,0,0,0,0,26,0,0,103,0,23,83,31,1529,556,301,70
727,"Census Tract 634, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:063400",2274,1226,46,70,34,0,11,24,18,69,2274,2100,1831,85,0,117,0,0,67,0,67,174,174,0,0,0,0,0,0,0,1814,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,23,74,108,987,387,119,39
728,"Census Tract 705, Cook County, Illinois: Summary level: 140, state:17> county:031> tract:070500",3229,1539,119,40,42,8,24,0,20,105,3229,3067,2606,238,0,169,0,0,54,0,54,162,134,0,0,0,0,28,0,0,2377,8,0,0,0,0,6,8,0,23,0,25,9,58,8,0,244,61,24,150,24,962,512,166,89
