,GEOID,total_pop,medhhinc,year,share_BA+,a35to64_share
2006,17031825801,3559,42083,2013-17,16.9,36.3
2007,17031827700,2896,40880,2013-17,16.8,38.5
2008,17031827902,4718,51050,2013-17,20.1,40.20000000000001
2009,17031828100,4976,49139,2013-17,27.8,39.9
2010,17031828602,4693,89153,2013-17,48.5,43.2
2011,17031805111,7915,57500,2013-17,31.7,39.300000000000004
2012,17031805901,4266,82796,2013-17,43.8,36.7
2013,17031806002,7168,56213,2013-17,33.1,40.1
2014,17031806003,7756,62696,2013-17,39.6,34.8
2015,17031806400,2435,64792,2013-17,29.2,43.7
2016,17031806501,2509,49848,2013-17,26.9,41.0
2017,17031750600,3426,34470,2013-17,17.1,40.1
2018,17031310200,1465,57273,2013-17,50.3,33.2
2019,17031691200,3027,29405,2013-17,14.5,32.7
2020,17031700100,3479,61925,2013-17,19.5,40.0
2021,17031710600,1934,26696,2013-17,11.7,25.700000000000003
2022,17031711300,1780,36307,2013-17,17.2,43.49999999999999
2023,17031730500,4507,57820,2013-17,19.9,37.4
2024,17031770700,2643,58095,2013-17,23.2,41.6
2025,17031800200,6349,187279,2013-17,88.3,46.400000000000006
2026,17031800300,3505,186136,2013-17,83.7,40.1
2027,17031800500,5073,205000,2013-17,91.3,43.0
2028,17031801100,4754,158776,2013-17,86.8,43.99999999999999
2029,17031801500,6055,104022,2013-17,63.3,37.6
2030,17031801603,4159,46910,2013-17,47.4,39.599999999999994
2031,17031801608,6916,108908,2013-17,68.7,33.1
2032,17031801901,4299,85128,2013-17,61.2,37.900000000000006
2033,17031802402,5549,61655,2013-17,30.8,34.8
2034,17031803010,5214,106667,2013-17,53.3,45.3
2035,17031710700,2941,23026,2013-17,11.1,37.9
2036,17031710900,2153,23929,2013-17,20.1,35.800000000000004
2037,17031711400,2424,37434,2013-17,14.8,38.6
2038,17031720300,4208,125625,2013-17,56.3,46.8
2039,17031730300,1126,43897,2013-17,17.8,33.6
2040,17031740100,3128,89984,2013-17,27.1,40.3
2041,17031828802,3552,68389,2013-17,21.8,36.2
2042,17031828900,3369,33621,2013-17,6.2,34.3
2043,17031829901,8959,68419,2013-17,32.6,41.7
2044,17031829902,6607,71179,2013-17,44.0,41.5
2045,17031062800,3651,140972,2013-17,89.9,28.3
2046,17031063400,2274,95488,2013-17,84.5,24.900000000000002
2047,17031070500,3229,120885,2013-17,72.7,36.3
2048,17031817500,3659,33810,2013-17,6.9,39.099999999999994
2049,17031817700,5118,59116,2013-17,19.1,39.1
2050,17031817900,5796,49965,2013-17,17.2,42.9
2051,17031821200,6543,37266,2013-17,12.4,43.1
2052,17031821401,3862,41515,2013-17,19.7,35.400000000000006
2053,17031820104,4182,69449,2013-17,34.6,40.5
2054,17031820201,8171,105335,2013-17,53.3,42.2
2055,17031821600,4574,64750,2013-17,26.8,43.900000000000006
2056,17031821700,4860,82083,2013-17,45.4,40.4
2057,17031822102,4779,47586,2013-17,26.9,40.1
2058,17031222600,1517,65341,2013-17,53.5,29.200000000000003
2059,17031230800,1359,68250,2013-17,15.1,36.2
2060,17031240700,1652,57321,2013-17,49.0,29.3
2061,17031241000,2220,59327,2013-17,42.1,28.1
2062,17031241100,3904,79803,2013-17,56.5,27.6
2063,17031242000,5156,64559,2013-17,54.7,25.3
2064,17031242100,3803,125217,2013-17,79.8,29.0
2065,17031250600,4068,45469,2013-17,15.9,41.9
2066,17031251100,4103,21274,2013-17,7.0,33.4
2067,17031252000,5738,21879,2013-17,9.4,36.9
2068,17031260100,1249,15778,2013-17,8.1,39.4
2069,17031260700,1774,23367,2013-17,5.1,32.49999999999999
2070,17031271300,1261,24878,2013-17,12.1,28.5
2071,17031081700,3487,95545,2013-17,88.8,35.0
2072,17031100100,5498,66265,2013-17,42.2,40.699999999999996
2073,17031100500,5492,82865,2013-17,41.7,44.1
2074,17031130100,5327,40503,2013-17,44.5,25.999999999999996
2075,17031140200,6228,42694,2013-17,32.0,33.6
2076,17031140500,4237,56278,2013-17,32.4,37.099999999999994
2077,17031160300,3834,51511,2013-17,45.3,38.1
2078,17031160800,5164,57261,2013-17,32.7,39.9
2079,17031829401,1153,34861,2013-17,19.7,44.0
2080,17031040800,1813,74688,2013-17,64.9,38.7
2081,17031222900,926,43750,2013-17,15.2,31.799999999999997
2082,17031030200,5103,64089,2013-17,60.7,51.3
2083,17031061100,1421,107250,2013-17,85.9,16.5
2084,17031283200,1587,78750,2013-17,77.0,30.3
2085,17031491400,3221,28774,2013-17,16.2,31.3
2086,17031550200,2861,52841,2013-17,21.2,37.6
2087,17031827400,4235,19421,2013-17,7.2,39.699999999999996
2088,17031030800,4376,72296,2013-17,70.3,40.7
2089,17031050500,6311,121591,2013-17,73.1,40.7
2090,17031630400,7317,34486,2013-17,7.4,31.3
2091,17031670300,1034,21230,2013-17,9.0,34.6
2092,17031681000,2458,15201,2013-17,8.4,40.900000000000006
2093,17031710200,4925,26934,2013-17,12.3,33.400000000000006
2094,17031770300,6946,73750,2013-17,27.8,39.300000000000004
2095,17031803007,4791,103400,2013-17,57.7,50.5
2096,17031816402,4256,45747,2013-17,10.7,36.4
2097,17031351400,1939,13149,2013-17,18.3,43.300000000000004
2098,17031421200,1497,21792,2013-17,14.5,33.199999999999996
2099,17031491200,2097,42400,2013-17,20.9,37.9
2100,17031805401,3856,79142,2013-17,32.9,43.0
2101,17031350100,2239,43548,2013-17,67.4,28.6
2102,17031062700,2770,135096,2013-17,76.6,33.4
2103,17031803606,9177,55481,2013-17,20.1,31.999999999999996
2104,17031801605,5436,135744,2013-17,70.6,42.199999999999996
2105,17031670700,1140,36058,2013-17,4.0,39.3
2106,17031807400,6922,51858,2013-17,40.0,42.0
2107,17031807600,6202,65308,2013-17,41.8,43.6
2108,17031807900,4148,94961,2013-17,57.4,41.3
2109,17031808001,3675,102788,2013-17,51.9,36.5
2110,17031808100,3604,48200,2013-17,28.5,35.3
2111,17031818600,4880,76349,2013-17,44.5,40.9
2112,17031819700,5769,176375,2013-17,80.1,45.9
2113,17031819802,2649,129773,2013-17,77.7,44.7
2114,17031820103,4265,57824,2013-17,33.2,43.8
2115,17031820700,6775,62652,2013-17,13.4,40.5
2116,17031822701,4556,52238,2013-17,34.0,29.799999999999997
2117,17031823001,6272,45989,2013-17,18.2,33.3
2118,17031823002,5830,47659,2013-17,15.4,40.2
2119,17031823101,4414,48964,2013-17,16.5,38.8
2120,17031823302,6374,48391,2013-17,14.5,35.599999999999994
2121,17031819000,4513,136875,2013-17,75.7,39.99999999999999
2122,17031819300,2753,67788,2013-17,29.6,39.7
2123,17031820400,5992,41637,2013-17,9.0,34.3
2124,17031820800,4220,67617,2013-17,10.2,37.7
2125,17031170100,1805,39643,2013-17,25.5,36.8
2126,17031170700,2941,74414,2013-17,24.8,42.7
2127,17031190100,2534,35565,2013-17,11.8,35.8
2128,17031220500,2552,80433,2013-17,72.0,25.3
2129,17031222700,2692,62100,2013-17,34.7,35.6
2130,17031231200,6138,29120,2013-17,10.5,34.0
2131,17031231500,6699,28013,2013-17,4.4,36.5
2132,17031240500,2294,151369,2013-17,89.6,42.6
2133,17031240900,1015,39219,2013-17,38.8,41.4
2134,17031242200,3373,92083,2013-17,82.0,27.700000000000003
2135,17031243500,3263,101375,2013-17,77.2,33.699999999999996
2136,17031250500,7669,74347,2013-17,38.9,43.199999999999996
2137,17031251000,907,37000,2013-17,10.9,33.8
2138,17031251400,4544,29518,2013-17,14.6,43.7
2139,17031260800,2681,22083,2013-17,5.2,36.7
2140,17031461000,1533,14385,2013-17,10.3,25.5
2141,17031480300,1159,31953,2013-17,32.1,41.6
2142,17031051000,1783,106310,2013-17,72.0,36.1
2143,17031051400,1814,100795,2013-17,69.2,38.2
2144,17031060800,4825,85132,2013-17,81.0,35.5
2145,17031062600,2288,144211,2013-17,86.3,38.199999999999996
2146,17031071000,4437,121840,2013-17,87.4,13.3
2147,17031090100,3558,94375,2013-17,42.3,42.3
2148,17031150600,3899,65543,2013-17,24.1,40.50000000000001
2149,17031815100,4361,62000,2013-17,18.0,38.300000000000004
2150,17031818100,2512,75769,2013-17,39.4,39.400000000000006
2151,17031161100,1935,101848,2013-17,62.1,48.3
2152,17031161200,3021,61466,2013-17,32.8,40.9
2153,17031170200,4178,71660,2013-17,24.9,40.300000000000004
2154,17031221000,2962,38250,2013-17,37.4,33.4
2155,17031230200,2131,44129,2013-17,13.7,35.9
2156,17031230500,3729,31473,2013-17,11.7,40.900000000000006
2157,17031241200,1862,104750,2013-17,67.1,27.0
2158,17031803608,7677,67899,2013-17,46.6,38.3
2159,17031804000,4659,62746,2013-17,31.5,41.7
2160,17031804306,5589,63314,2013-17,13.9,42.2
2161,17031804603,6016,60147,2013-17,46.3,33.1
2162,17031804712,5241,92917,2013-17,42.1,38.0
2163,17031804806,3779,59091,2013-17,18.4,39.8
2164,17031804807,5106,76803,2013-17,28.0,43.5
2165,17031804809,4251,96719,2013-17,46.1,43.99999999999999
2166,17031819801,5600,146797,2013-17,79.7,42.60000000000001
2167,17031820502,5114,54690,2013-17,15.7,38.1
2168,17031820901,5610,46434,2013-17,11.2,36.900000000000006
2169,17031822000,4344,45926,2013-17,16.6,43.00000000000001
2170,17031822601,4669,76691,2013-17,28.9,38.6
2171,17031260400,1292,18218,2013-17,1.5,24.999999999999996
2172,17031242800,1551,80679,2013-17,49.0,39.49999999999999
2173,17031243200,2318,108750,2013-17,70.7,33.599999999999994
2174,17031260300,1583,30234,2013-17,4.8,35.9
2175,17031261000,2398,24688,2013-17,9.2,29.599999999999998
2176,17031270500,1690,16103,2013-17,10.7,32.400000000000006
2177,17031271500,1483,30729,2013-17,12.0,37.50000000000001
2178,17031230600,6606,34716,2013-17,10.9,34.5
2179,17031221500,2783,58268,2013-17,48.2,35.5
2180,17031230100,1753,51875,2013-17,32.2,33.8
2181,17031241600,3526,91983,2013-17,72.3,22.900000000000002
2182,17031240300,1251,116042,2013-17,82.0,38.800000000000004
2183,17031241300,2031,117396,2013-17,75.7,28.4
2184,17031241500,2911,123304,2013-17,83.1,27.2
2185,17031030300,3315,37868,2013-17,33.8,45.0
2186,17031031200,5720,35295,2013-17,43.0,42.1
2187,17031806600,3629,80815,2013-17,27.9,42.7
2188,17031410900,3078,52788,2013-17,77.1,32.8
2189,17031430300,2391,15902,2013-17,18.3,26.5
2190,17031170600,2631,71875,2013-17,19.7,42.6
2191,17031600900,3605,51607,2013-17,31.3,42.3
2192,17031630300,5614,50051,2013-17,9.3,32.5
2193,17031828702,5139,49615,2013-17,24.5,41.0
2194,17031830001,2560,42400,2013-17,18.3,46.199999999999996
2195,17031819500,3356,71750,2013-17,46.5,38.699999999999996
2196,17031460700,2775,21306,2013-17,7.2,24.9
2197,17031491000,4584,28472,2013-17,9.8,29.399999999999995
2198,17031821900,4922,61736,2013-17,30.3,46.800000000000004
2199,17031823602,6418,57245,2013-17,28.8,37.6
2200,17031824108,8129,84496,2013-17,30.1,41.8
2201,17031818800,5606,79500,2013-17,45.4,41.199999999999996
2202,17031191100,7618,47750,2013-17,6.7,36.699999999999996
2203,17031230400,2371,56250,2013-17,17.5,36.699999999999996
2204,17031242900,1601,67500,2013-17,55.0,39.10000000000001
2205,17031570400,1732,42986,2013-17,14.1,33.7
2206,17031822302,4755,51198,2013-17,23.0,40.7
2207,17031823903,4731,98060,2013-17,48.0,40.300000000000004
2208,17031825600,5589,37288,2013-17,12.7,36.4
2209,17031828401,3721,70320,2013-17,48.5,44.1
2210,17031827901,2435,77746,2013-17,29.3,38.3
2211,17031081100,4077,72303,2013-17,74.2,37.2
2212,17031110300,5242,74537,2013-17,28.0,47.5
2213,17031190200,5525,55842,2013-17,16.1,38.8
2214,17031221300,2803,62679,2013-17,55.2,39.2
2215,17031251200,4351,44428,2013-17,12.1,35.5
2216,17031282800,1642,53438,2013-17,56.4,22.600000000000005
2217,17031260600,1989,20882,2013-17,1.5,28.999999999999996
2218,17031818200,4405,68750,2013-17,38.0,44.0
2219,17031818900,4611,75139,2013-17,44.1,40.1
2220,17031280400,1715,35275,2013-17,19.2,29.699999999999996
2221,17031061200,1897,106823,2013-17,89.5,27.5
2222,17031061500,1917,117656,2013-17,80.1,23.0
2223,17031062900,3959,116250,2013-17,84.7,24.4
2224,17031210700,4253,51758,2013-17,34.7,37.6
2225,17031221100,5296,53846,2013-17,43.7,31.700000000000003
2226,17031221200,3249,82941,2013-17,59.1,28.299999999999997
2227,17031063000,3249,95625,2013-17,89.3,31.5
2228,17031071200,1931,104115,2013-17,78.8,31.6
2229,17031081500,4994,103750,2013-17,87.8,38.5
2230,17031090300,1392,89205,2013-17,51.4,46.1
2231,17031130300,5532,58214,2013-17,41.6,36.4
2232,17031100600,4892,64151,2013-17,36.2,45.7
2233,17031110400,4367,70344,2013-17,35.7,44.39999999999999
2234,17031120200,4793,108954,2013-17,57.2,40.7
2235,17031150700,3994,69265,2013-17,28.2,44.3
2236,17031161300,3638,45616,2013-17,24.1,43.4
2237,17031210400,2780,42364,2013-17,22.6,34.6
2238,17031210800,1081,59615,2013-17,42.3,36.3
2239,17031221600,3025,107841,2013-17,79.2,33.6
2240,17031801800,6006,128487,2013-17,76.2,39.4
2241,17031802900,5884,125042,2013-17,67.1,44.6
2242,17031803604,4197,70625,2013-17,48.9,43.89999999999999
2243,17031803800,4620,83500,2013-17,44.7,46.199999999999996
2244,17031804505,3391,67552,2013-17,29.3,45.699999999999996
2245,17031804701,6752,55524,2013-17,45.8,36.099999999999994
2246,17031804706,2513,122930,2013-17,45.7,37.3
2247,17031807500,3507,107500,2013-17,52.7,39.5
2248,17031807700,5703,47353,2013-17,44.2,44.0
2249,17031390400,2509,24848,2013-17,35.0,42.5
2250,17031460500,4816,37168,2013-17,21.6,41.5
2251,17031420100,1331,19855,2013-17,19.9,46.6
2252,17031420400,1180,14389,2013-17,44.6,32.5
2253,17031431200,2975,43871,2013-17,38.9,41.7
2254,17031480200,1143,37381,2013-17,28.6,44.099999999999994
2255,17031490500,2084,52464,2013-17,39.5,37.6
2256,17031490600,1558,37127,2013-17,17.5,36.099999999999994
2257,17031490800,4110,34723,2013-17,19.7,38.1
2258,17031500200,2113,34038,2013-17,23.6,33.3
2259,17031814900,6935,50694,2013-17,17.0,34.8
2260,17031510300,5260,30625,2013-17,15.3,37.7
2261,17031520300,6058,41465,2013-17,12.0,31.400000000000002
2262,17031814800,5960,63938,2013-17,22.7,43.3
2263,17031815300,3610,65855,2013-17,22.0,39.2
2264,17031815600,5104,60637,2013-17,26.8,37.5
2265,17031818300,6004,51865,2013-17,11.1,45.4
2266,17031819200,5916,56667,2013-17,17.5,35.300000000000004
2267,17031820101,6799,99583,2013-17,56.0,39.3
2268,17031821402,3071,46393,2013-17,15.2,50.10000000000001
2269,17031822101,4336,62500,2013-17,27.0,43.5
2270,17031823102,3577,59239,2013-17,11.6,42.4
2271,17031823304,5887,44545,2013-17,20.5,37.8
2272,17031824507,4384,62222,2013-17,27.5,35.5
2273,17031824800,8094,38546,2013-17,14.5,34.49999999999999
2274,17031824900,3146,30682,2013-17,13.8,39.199999999999996
2275,17031825400,5098,61360,2013-17,28.6,38.099999999999994
2276,17031825501,5173,50430,2013-17,17.0,32.0
2277,17031825503,7039,56242,2013-17,40.3,38.5
2278,17031825505,5540,62817,2013-17,33.1,40.4
2279,17031824602,6346,57514,2013-17,23.1,44.0
2280,17031822702,3460,57685,2013-17,30.0,40.8
2281,17031824400,2197,31875,2013-17,9.4,42.9
2282,17031825802,6456,43117,2013-17,18.3,40.099999999999994
2283,17031827600,3340,35559,2013-17,17.1,39.800000000000004
2284,17031827805,2810,71389,2013-17,26.5,44.5
2285,17031828201,4271,47437,2013-17,26.9,42.7
2286,17031809600,3177,87889,2013-17,46.2,39.900000000000006
2287,17031810400,5368,102753,2013-17,54.0,45.0
2288,17031810600,4408,51160,2013-17,35.5,45.599999999999994
2289,17031810900,6382,49375,2013-17,22.5,44.1
2290,17031811301,4726,63438,2013-17,14.1,39.9
2291,17031811302,3596,32648,2013-17,8.5,34.1
2292,17031812100,4582,115667,2013-17,65.0,45.699999999999996
2293,17031813500,6707,51967,2013-17,9.6,35.8
2294,17031813600,5000,50462,2013-17,11.0,36.50000000000001
2295,17031829402,3353,35790,2013-17,21.8,42.1
2296,17031829600,2853,42463,2013-17,10.9,46.3
2297,17031829700,4291,35197,2013-17,10.2,40.199999999999996
2298,17031829800,6425,103143,2013-17,61.6,42.800000000000004
2299,17031830400,4486,55670,2013-17,29.7,40.5
2300,17031800700,5146,184459,2013-17,83.8,42.400000000000006
2301,17031802503,5925,76110,2013-17,50.9,39.9
2302,17031801701,3818,160391,2013-17,76.7,41.4
2303,17031801902,3613,145556,2013-17,68.9,41.300000000000004
2304,17031802002,5297,106343,2013-17,49.6,40.9
2305,17031802504,6921,79185,2013-17,24.9,39.300000000000004
2306,17031802702,4508,77669,2013-17,42.4,41.00000000000001
2307,17031803008,4549,102063,2013-17,58.8,43.900000000000006
2308,17031803200,5494,75284,2013-17,46.9,35.2
2309,17031803500,5827,102188,2013-17,57.2,43.1
2310,17031804102,6941,132650,2013-17,68.4,47.2
2311,17031824505,6647,84663,2013-17,28.0,48.199999999999996
2312,17031825900,3800,42440,2013-17,18.3,37.39999999999999
2313,17031826000,2978,42031,2013-17,5.2,32.9
2314,17031826100,6856,51855,2013-17,11.7,38.0
2315,17031826304,2577,30357,2013-17,14.5,40.8
2316,17031242300,3034,86976,2013-17,78.9,37.0
2317,17031250400,4438,34564,2013-17,13.1,35.4
2318,17031251600,4063,33189,2013-17,10.3,34.8
2319,17031251800,5275,23295,2013-17,6.2,28.9
2320,17031260900,1379,22000,2013-17,4.4,36.1
2321,17031271200,1214,26098,2013-17,6.7,43.699999999999996
2322,17031283800,3855,62548,2013-17,51.9,36.49999999999999
2323,17031051300,2783,149271,2013-17,84.7,42.8
2324,17031063200,7045,64322,2013-17,77.4,32.699999999999996
2325,17031070700,4440,122571,2013-17,75.8,31.099999999999998
2326,17031071100,3200,116483,2013-17,91.6,21.599999999999998
2327,17031071400,4749,71701,2013-17,81.7,35.9
2328,17031310700,1456,43173,2013-17,20.7,37.9
2329,17031292200,2922,31902,2013-17,14.9,38.29999999999999
2330,17031300500,2781,38047,2013-17,11.1,39.0
2331,17031300600,3064,41286,2013-17,13.7,30.7
2332,17031381700,0,-666666666,2013-17,-666666666.0,-3999999996.0
2333,17031390100,1464,74318,2013-17,48.7,45.49999999999999
2334,17031380700,1243,35833,2013-17,14.3,42.39999999999999
2335,17031381200,1792,38370,2013-17,37.3,44.900000000000006
2336,17031390200,1718,75375,2013-17,56.6,48.3
2337,17031400300,1347,29417,2013-17,17.1,31.7
2338,17031400500,1986,24907,2013-17,15.3,32.300000000000004
2339,17031410100,2025,43723,2013-17,70.4,37.0
2340,17031410200,1562,40029,2013-17,70.4,21.500000000000004
2341,17031410600,2643,33712,2013-17,69.1,29.5
2342,17031411000,3128,71268,2013-17,76.3,34.3
2343,17031430800,1549,41875,2013-17,38.0,54.5
2344,17031430900,1356,34286,2013-17,26.2,42.199999999999996
2345,17031440300,4775,55259,2013-17,30.4,45.8
2346,17031440600,1980,59924,2013-17,30.7,42.0
2347,17031460600,1044,36161,2013-17,14.2,34.0
2348,17031040700,3325,76750,2013-17,65.3,45.7
2349,17031040900,1909,76607,2013-17,74.7,41.2
2350,17031060100,2773,91298,2013-17,76.3,44.1
2351,17031060300,3461,114412,2013-17,77.7,34.2
2352,17031060400,3980,123984,2013-17,82.1,35.10000000000001
2353,17031062000,3022,74250,2013-17,78.2,26.799999999999997
2354,17031062200,2833,108313,2013-17,84.6,24.799999999999997
2355,17031062500,1568,128438,2013-17,91.8,28.5
2356,17031063100,2326,92933,2013-17,85.9,33.4
2357,17031090200,6803,100808,2013-17,49.5,39.7
2358,17031100400,3289,83594,2013-17,41.0,43.300000000000004
2359,17031100700,4731,77324,2013-17,36.9,46.599999999999994
2360,17031120300,6665,121793,2013-17,69.3,42.5
2361,17031292500,4070,40324,2013-17,18.2,33.8
2362,17031071500,5915,89167,2013-17,89.8,31.1
2363,17031390600,1829,82159,2013-17,79.0,36.300000000000004
2364,17031807000,6110,53556,2013-17,34.7,42.60000000000001
2365,17031381500,341,-666666666,2013-17,19.5,56.3
2366,17031410700,2015,38516,2013-17,75.8,27.599999999999998
2367,17031808301,6006,70931,2013-17,39.8,37.2
2368,17031808302,3617,74167,2013-17,50.6,45.900000000000006
2369,17031809300,4687,30048,2013-17,74.8,20.699999999999996
2370,17031460400,3458,39151,2013-17,21.3,38.3
2371,17031560700,3726,54440,2013-17,13.1,39.9
2372,17031561100,5531,81763,2013-17,25.1,39.5
2373,17031570200,1978,49107,2013-17,11.5,39.800000000000004
2374,17031010100,4444,33750,2013-17,35.8,43.8
2375,17031030500,6570,79587,2013-17,57.3,43.4
2376,17031071700,1776,137500,2013-17,81.0,36.9
2377,17031020200,6905,87835,2013-17,46.9,37.199999999999996
2378,17031031700,7001,44555,2013-17,55.8,40.49999999999999
2379,17031031300,8037,42690,2013-17,50.3,41.50000000000001
2380,17031814700,5824,75329,2013-17,30.5,39.0
2381,17031020100,4208,49318,2013-17,32.0,44.4
2382,17031490300,2430,52500,2013-17,32.6,38.9
2383,17031490700,2834,37245,2013-17,13.1,38.6
2384,17031500100,3083,41570,2013-17,25.0,43.0
2385,17031520400,4186,42227,2013-17,16.1,35.8
2386,17031820902,4978,55481,2013-17,12.8,37.599999999999994
2387,17031821001,5069,52930,2013-17,12.1,41.4
2388,17031821002,5517,55293,2013-17,13.3,38.1
2389,17031804804,6636,72142,2013-17,35.9,42.599999999999994
2390,17031805105,7258,54409,2013-17,27.0,30.6
2391,17031805108,6685,55084,2013-17,38.9,38.199999999999996
2392,17031805701,4998,99563,2013-17,60.8,42.400000000000006
2393,17031805702,2010,106750,2013-17,61.0,41.199999999999996
2394,17031806801,4156,58167,2013-17,40.0,38.3
2395,17031807300,8024,63950,2013-17,47.6,39.5
2396,17031808002,4814,80875,2013-17,53.9,40.8
2397,17031808900,4179,137188,2013-17,79.1,46.8
2398,17031809800,2754,80000,2013-17,63.6,40.199999999999996
2399,17031810100,4472,65557,2013-17,71.6,43.9
2400,17031810301,4214,76573,2013-17,44.5,45.6
2401,17031811401,4899,54357,2013-17,16.5,41.6
2402,17031820000,2223,202727,2013-17,75.7,40.99999999999999
2403,17031801000,4975,106193,2013-17,76.2,47.3
2404,17031710800,4719,27367,2013-17,24.6,37.300000000000004
2405,17031730400,4129,60481,2013-17,23.6,36.9
2406,17031750500,6403,55485,2013-17,31.3,34.7
2407,17031800100,2574,250001,2013-17,83.2,42.599999999999994
2408,17031801300,4501,161625,2013-17,83.0,43.7
2409,17031801601,4683,105482,2013-17,63.2,38.5
2410,17031801606,5867,109185,2013-17,63.7,42.900000000000006
2411,17031803901,3487,65442,2013-17,47.5,42.8
2412,17031804106,7179,107177,2013-17,64.7,47.300000000000004
2413,17031806001,5912,49304,2013-17,32.5,40.9
2414,17031806502,4679,66719,2013-17,28.9,42.300000000000004
2415,17031809700,4018,74395,2013-17,45.1,44.1
2416,17031810702,4085,49167,2013-17,22.3,36.7
2417,17031812000,5316,101806,2013-17,75.4,42.50000000000001
2418,17031812200,4010,207396,2013-17,78.8,45.099999999999994
2419,17031812400,3384,182969,2013-17,81.7,46.9
2420,17031814500,5576,63570,2013-17,12.9,33.300000000000004
2421,17031815701,3675,104174,2013-17,66.2,44.5
2422,17031816700,2826,47560,2013-17,9.2,33.5
2423,17031826202,5361,39493,2013-17,14.1,41.00000000000001
2424,17031826600,5965,38917,2013-17,15.5,43.1
2425,17031817102,3347,62500,2013-17,15.1,37.199999999999996
2426,17031817300,2329,23721,2013-17,9.2,31.5
2427,17031819100,4738,44859,2013-17,22.4,32.599999999999994
2428,17031020801,5211,50230,2013-17,32.0,38.900000000000006
2429,17031030706,4270,41331,2013-17,54.9,45.300000000000004
2430,17031040201,7040,68082,2013-17,58.4,37.1
2431,17031040202,7194,39601,2013-17,46.1,40.7
2432,17031020702,7843,44990,2013-17,28.9,34.7
2433,17031020802,7857,47207,2013-17,32.9,41.7
2434,17031020301,5295,53254,2013-17,57.4,29.400000000000002
2435,17031838700,4631,22742,2013-17,6.7,30.6
2436,17031841500,2932,24858,2013-17,11.7,33.099999999999994
2437,17031838600,1467,14850,2013-17,0.5,23.599999999999998
2438,17031837300,2519,28750,2013-17,15.0,26.0
2439,17031837800,3110,60893,2013-17,40.7,31.6
2440,17031837400,2403,39609,2013-17,12.5,44.1
2441,17031836900,1422,26458,2013-17,17.4,31.6
2442,17031824123,7929,71402,2013-17,25.2,43.39999999999999
2443,17031824117,9699,103010,2013-17,43.2,45.0
2444,17031380500,800,19358,2013-17,10.6,28.1
2445,17031381400,1660,38167,2013-17,19.4,38.49999999999999
2446,17031381800,1034,36375,2013-17,27.6,51.599999999999994
2447,17031390500,1462,44231,2013-17,66.8,43.800000000000004
2448,17031822200,4060,90424,2013-17,25.0,40.1
2449,17031822500,4369,68464,2013-17,25.1,40.6
2450,17031822801,3113,60476,2013-17,35.6,41.3
2451,17031823200,4626,62727,2013-17,20.5,40.3
2452,17031823603,2307,34688,2013-17,17.1,34.5
2453,17031823705,4962,52212,2013-17,23.4,34.400000000000006
2454,17031824107,6957,83266,2013-17,33.3,40.50000000000001
2455,17031824300,4410,25762,2013-17,13.2,39.099999999999994
2456,17031825504,3915,47724,2013-17,16.8,40.39999999999999
2457,17031825700,4214,43342,2013-17,13.6,33.7
2458,17031825803,5508,49336,2013-17,23.0,40.7
2459,17031826303,4631,45904,2013-17,22.5,39.6
2460,17031827300,2898,17891,2013-17,4.7,29.8
2461,17031828503,4877,40018,2013-17,10.4,33.5
2462,17031640400,3874,78730,2013-17,18.5,39.3
2463,17031660400,6319,45550,2013-17,9.6,34.1
2464,17031660800,5109,37690,2013-17,8.7,33.5
2465,17031671300,2078,31429,2013-17,8.2,38.89999999999999
2466,17031827100,2476,22500,2013-17,11.5,35.0
2467,17031826700,5227,30170,2013-17,14.6,43.8
2468,17031825302,6230,61331,2013-17,22.7,42.300000000000004
2469,17031826500,6508,41847,2013-17,15.5,36.5
2470,17031828000,4972,40391,2013-17,19.1,46.1
2471,17031828202,4425,61067,2013-17,24.5,47.800000000000004
2472,17031829302,4012,22370,2013-17,13.7,26.1
2473,17031300900,4382,27859,2013-17,5.4,35.7
2474,17031301200,3435,26076,2013-17,9.6,32.7
2475,17031031100,4666,65462,2013-17,59.2,44.8
2476,17031050100,2711,95750,2013-17,73.6,36.5
2477,17031050700,1593,128676,2013-17,84.5,36.699999999999996
2478,17031062100,3740,91375,2013-17,77.5,26.7
2479,17031620100,4782,51296,2013-17,11.6,37.6
2480,17031630800,7616,42855,2013-17,5.7,30.4
2481,17031640700,3644,49938,2013-17,15.9,38.300000000000004
2482,17031650100,4278,41250,2013-17,5.9,32.900000000000006
2483,17031670500,1143,26087,2013-17,3.5,33.4
2484,17031671900,1241,48095,2013-17,11.0,35.4
2485,17031681400,2570,30357,2013-17,2.7,31.500000000000004
2486,17031690900,4305,30071,2013-17,19.1,31.9
2487,17031691400,2807,28813,2013-17,17.9,39.699999999999996
2488,17031710500,4268,30793,2013-17,15.7,37.2
2489,17031711100,2283,37377,2013-17,14.5,44.8
2490,17031711200,4986,42667,2013-17,20.2,38.800000000000004
2491,17031730700,2345,49688,2013-17,20.3,43.50000000000001
2492,17031770400,4887,63900,2013-17,23.8,43.5
2493,17031802300,5283,104784,2013-17,77.5,40.599999999999994
2494,17031802701,7035,83750,2013-17,35.6,41.6
2495,17031802802,6638,90660,2013-17,43.3,44.900000000000006
2496,17031809500,4026,62188,2013-17,79.4,35.0
2497,17031290900,4076,24071,2013-17,9.5,34.400000000000006
