,precision,recall
0,0.27910891333300447,1.0
1,0.279100023430467,0.9999558177038461
2,0.27910346528548524,0.9999558177038461
3,0.27912411819841154,0.9999558177038461
4,0.27913100318196393,0.9999558177038461
5,0.27914477416808503,0.9999558177038461
6,0.2791551032994141,0.9999558177038461
7,0.27916543319518455,0.9999558177038461
8,0.2791688766636652,0.9999558177038461
9,0.2791792075788227,0.9999558177038461
10,0.2791826513871242,0.9999558177038461
11,0.27919642746999246,0.9999558177038461
12,0.2792033160212679,0.9999558177038461
13,0.27921364948555355,0.9999558177038461
14,0.2792222612901037,0.9999558177038461
15,0.27922570616066966,0.9999558177038461
16,0.27923259615681195,0.9999558177038461
17,0.27923948649298896,0.9999558177038461
18,0.27924637716922585,0.9999558177038461
19,0.2792532681855478,0.9999558177038461
20,0.27926705123854767,0.9999558177038461
21,0.2792687742158387,0.9999558177038461
22,0.2792756663376111,0.9999558177038461
23,0.2792791125260677,0.9999558177038461
24,0.2792860051581376,0.9999558177038461
25,0.2792894516017572,0.9999558177038461
26,0.27929634474418147,0.9999558177038461
27,0.2792997914429924,0.9999558177038461
28,0.27932047342243943,0.9999558177038461
29,0.2793308155608215,0.9999558177038461
30,0.2793394345945212,0.9999558177038461
31,0.27934977813709216,0.9999558177038461
32,0.27934433109304896,0.9999116354076921
33,0.2793719177617164,0.9999116354076921
34,0.2794029592775264,0.9999116354076921
35,0.27941503284112795,0.9999116354076921
36,0.27943573280651934,0.9999116354076921
37,0.2794633375317972,0.9999116354076921
38,0.27947369070993716,0.9999116354076921
39,0.27949094771161115,0.9999116354076921
40,0.279518563347578,0.9999116354076921
41,0.27952201568579016,0.9999116354076921
42,0.27954273150607095,0.9999116354076921
43,0.2796601791782515,0.9999116354076921
44,0.2796636350155702,0.9999116354076921
45,0.2796843718332139,0.9999116354076921
46,0.2797500587151881,0.9999116354076921
47,0.2797569749187238,0.9999116354076921
48,0.27976043314873417,0.9999116354076921
49,0.27977426692379964,0.9999116354076921
50,0.27977772558133784,0.9999116354076921
51,0.2797881020670557,0.9999116354076921
52,0.2797950201518186,0.9999116354076921
53,0.2797984793224949,0.9999116354076921
54,0.2798261557673999,0.9999116354076921
55,0.2798296157079974,0.9999116354076921
56,0.27983307573415767,0.9999116354076921
57,0.27983999604317883,0.9999116354076921
58,0.27984691669448875,0.9999116354076921
59,0.2798538376881129,0.9999116354076921
60,0.2798572983133007,0.9999116354076921
61,0.2798642198204437,0.9999116354076921
62,0.2798711416699644,0.9999116354076921
63,0.2798746027231243,0.9999116354076921
64,0.2798884477918352,0.9999116354076921
65,0.2798919092730466,0.9999116354076921
66,0.27990575605412227,0.9999116354076921
67,0.2799126799584426,0.9999116354076921
68,0.27994037900153385,0.9999116354076921
69,0.27994730461888623,0.9999116354076921
70,0.27995076755606685,0.9999116354076921
71,0.2799542305789213,0.9999116354076921
72,0.27996115688166456,0.9999116354076921
73,0.2799646201615597,0.9999116354076921
74,0.27996808352714136,0.9999116354076921
75,0.27998193784639747,0.9999116354076921
76,0.2800009897743933,0.9999116354076921
77,0.28004034254034255,0.9998232708153842
78,0.2800507394344409,0.9998232708153842
79,0.28005767112607205,0.9998232708153842
80,0.28006460316085197,0.9998232708153842
81,0.2800680693069307,0.9998232708153842
82,0.28008193474924503,0.9998232708153842
83,0.2801114033730466,0.9998232708153842
84,0.28011487067765034,0.9998232708153842
85,0.2801252731065131,0.9998232708153842
86,0.28013220848832965,0.9998232708153842
87,0.28013914421356906,0.9998232708153842
88,0.2801460802822568,0.9998232708153842
89,0.2801530166944185,0.9998232708153842
90,0.28016342195673033,0.9998232708153842
91,0.28017035922768835,0.9998232708153842
92,0.2801738279920019,0.9998232708153842
93,0.28018423480031945,0.9998232708153842
94,0.28019290773116734,0.9998232708153842
95,0.28020678553739475,0.9998232708153842
96,0.28021025520375437,0.9998232708153842
97,0.2802241347284998,0.9998232708153842
98,0.2802779308764607,0.9998232708153842
99,0.2802848738194767,0.9998232708153842
100,0.2802918171064773,0.9998232708153842
101,0.28029528887897986,0.9998232708153842
102,0.28029876073748816,0.9998232708153842
103,0.2803022326820054,0.9998232708153842
104,0.28034216622688024,0.9998232708153842
105,0.2803734265041134,0.9998232708153842
106,0.28037690029859624,0.9998232708153842
107,0.28038037417915995,0.9998232708153842
108,0.2803838481458078,0.9998232708153842
109,0.2803873221985429,0.9998232708153842
110,0.2803960077070336,0.9998232708153842
111,0.28040990563991997,0.9998232708153842
112,0.2804168551230181,0.9998232708153842
113,0.28042380495058705,0.9998232708153842
114,0.2804307551226524,0.9998232708153842
115,0.2804342303378793,0.9998232708153842
116,0.2804620351607766,0.9998232708153842
117,0.2805037527347551,0.9998232708153842
118,0.28051070687037094,0.9998232708153842
119,0.28052461617607866,0.9998232708153842
120,0.2805315713462218,0.9998232708153842
121,0.28053504906062693,0.9998232708153842
122,0.28057678836008354,0.9998232708153842
123,0.28059070422011295,0.9998232708153842
124,0.28059592302350955,0.9998232708153842
125,0.28060288173003,0.9998232708153842
