,precision,recall
0,0.21560152237581176,1.0
1,0.801661032288977,0.9881550021327559
2,0.80231783668576,0.9881221905043147
3,0.8033560986020702,0.9880565672474325
4,0.8049673831675757,0.987925320733668
5,0.8060240963855422,0.9877940742199035
6,0.806553599657048,0.9877284509630213
7,0.8068943333512035,0.9876956393345802
8,0.8073982671208991,0.9875972044492568
9,0.8092676760885351,0.9873347114217279
10,0.8094802539545894,0.9873018997932868
11,0.8102008940593526,0.9871706532795222
12,0.8115371124841486,0.9869081602519933
13,0.8120915915105038,0.98680972536667
14,0.8135451052546133,0.986547232339141
15,0.8149604164407331,0.986284739311612
16,0.8185534419796152,0.9855300718574663
17,0.8187666975628374,0.985464448600584
18,0.8200316836010051,0.9851035206877318
19,0.8205499671987754,0.9849722741739673
20,0.8263398764887516,0.9834629392656757
21,0.8267310344827586,0.9833316927519112
22,0.8272549073741752,0.9831676346097057
23,0.8280856945404285,0.9829051415821767
24,0.8290285967389198,0.9826098369262066
25,0.8329341650885597,0.9813629950454441
26,0.8336214106495679,0.9811333136463563
27,0.8353786375199173,0.9805427043344161
28,0.8356405738736471,0.9804114578206516
29,0.8363524372147717,0.9801489647931226
30,0.8440174573485235,0.9771959182334219
31,0.8455201409010852,0.9766053089214818
32,0.846086041684438,0.9763428158939528
33,0.8464690149661412,0.9761459461233061
34,0.8481796393517462,0.9753912786691603
35,0.8488146243930306,0.9750631623847491
36,0.8493381743331714,0.9748006693572202
37,0.8500042929509745,0.9745053647012502
38,0.8505342155767524,0.9742756833021623
39,0.8510851801943863,0.9740131902746333
40,0.851466115797326,0.9737506972471044
41,0.8520188386652117,0.9734882042195754
42,0.8631335596394709,0.9677789808708206
43,0.8641826923076923,0.9672539948157627
44,0.8647807969951288,0.9669586901597926
45,0.8659727123029876,0.9663024575909702
46,0.8661646615877872,0.9662040227056469
47,0.8682726655448292,0.9650228040817665
48,0.8690870387890255,0.9645306296551498
49,0.8704104311749888,0.9637431505725629
50,0.8707965126623569,0.9635134691734751
51,0.8716402839238514,0.9629884831184171
52,0.8725606853879105,0.9624306854349182
53,0.901443816698054,0.9423499688289529
54,0.9017871164295361,0.942087475801424
55,0.9019669452648778,0.9418906060307773
56,0.902712227046756,0.9413656199757194
57,0.9031079761942249,0.9410375036913082
58,0.9040408819911043,0.9403484594940447
59,0.9048085429040819,0.9396922269252223
60,0.9051021053297086,0.9394625455261345
61,0.9060649247822644,0.9387078780719887
62,0.9116968804048428,0.9339830035764675
63,0.9121333547042796,0.9336220756636152
64,0.9124242132614763,0.9332611477507629
65,0.9130532536776514,0.932736161695705
66,0.9134306287771634,0.9323424221544115
67,0.9136223308464111,0.9321783640122059
68,0.9139234803874248,0.931915870984677
69,0.9168042471917387,0.9292581290809463
70,0.9171850699844479,0.9288315779112117
71,0.9178184413730452,0.9282081569708305
72,0.9179838369413521,0.9280440988286248
73,0.9181765049678551,0.9278472290579781
74,0.918671174099597,0.9273222430029202
75,0.9191942202551419,0.9267644453194211
76,0.9202361922160963,0.9255504150670998
77,0.95769821154464,0.8802703678183548
78,0.9585151276732709,0.8794172654788858
79,0.9588418453169177,0.8790563375660334
80,0.95943088556786,0.878400104997211
81,0.95988949879812,0.8778751189421531
82,0.9600531189433638,0.8776782491715064
83,0.96100438880495,0.8765298421760672
84,0.9628438211587812,0.8740689700429832
85,0.9635382721413571,0.8731502444466319
86,0.9637694286438897,0.8728221281622207
87,0.9678352932556691,0.8668504117859369
88,0.9682376673390795,0.8661941792171145
89,0.9814985060905539,0.8407323555468058
90,0.9817150304749492,0.8403058043770713
91,0.9818230624688423,0.8400761229779834
92,0.9838161452298184,0.8357449880237556
93,0.9841435588041922,0.8349575089411687
94,0.9862890625,0.8284608065098271
95,0.9865097364510831,0.8278045739410047
96,0.9870252048136098,0.8261968041473898
97,0.9871357414597796,0.8258358762345375
98,0.9889783134440788,0.8184860714637268
99,0.9890528319847691,0.8181907668077567
100,0.9894988066825776,0.8162220691012895
101,0.9897942911816298,0.8146471109361157
102,0.9898679644182058,0.8142205597663812
103,0.9900131825989693,0.8131705876562654
104,0.9902003919843206,0.8122846736883551
105,0.9902722177742194,0.8116612527479738
106,0.9904154635867821,0.8103487876103291
107,0.9905948553054662,0.808675394559832
108,0.9907735697018534,0.8068707549955705
109,0.9910212335692619,0.8039833316927519
110,0.9910913140311804,0.8030646060964005
111,1.0,0.0
